,isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count
708,9780140236231,0140236236,regeneration,,Pat Barker,fiction,http://books.google.com/books/content?id=BZhHPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,first volume regeneration trilogy centre around actual encounter army psychologist whrrivers novelist siegfried sassoon craiglockhart hospital first world war,1997.0,4.03,256.0,19320.0
709,9780140237511,0140237518,raise high roof beam carpenter seymour,An Introduction,Jerome David Salinger,american fiction,http://books.google.com/books/content?id=ddY0QQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,raise high roof beam carpenter seymour reissued trade paper edition,1994.0,4.12,134.0,246.0
710,9780140237535,0140237534,esm love squalor,,Jerome David Salinger,fiction,http://books.google.com/books/content?id=GGprQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,indhold perfect day bananafish uncle wiggily connecticut laughing man dinghy war eskimo esm love squalor pretty mouth green eye de daumiersmiths blue period teddy,1994.0,4.19,149.0,2268.0
711,9780140238280,014023828X,tortilla curtain,,T. Coraghessan Boyle,fiction,http://books.google.com/books/content?id=ZA_BOPDj3-YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,life two different coupleswealthy los angeles liberal delaney kyra mossbacher candido america rincon pair mexican illegalssuddenly collide story unfolds shifting viewpoint various character,1996.0,3.65,355.0,23410.0
712,9780140244915,0140244913,mind work,,Steven Pinker,philosophy,http://books.google.com/books/content?id=O521DV3v47wC&printsec=frontcover&img=1&zoom=1&source=gbs_api,presented extraordinary lucidity cogency panachepowerful grippingto read book consulted first draft structural plan human psychea glittering tour de force spectator memory fade lose temper fool fall love pinkers objective erudite account explore nature history human mindhe explores computation evolution considers mind let u see think feel interact pursue higher calling like art religion philosophy sunday time,1999.0,3.97,660.0,225.0
713,9780140247725,0140247726,crucible,Text and Criticism,Arthur Miller,drama,http://books.google.com/books/content?id=nYZZ-O2L-EMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,earlier version copyright title familiar spirit tp verso,1996.0,3.57,484.0,101.0
714,9780140247732,0140247734,death salesman,,Gerald Clifford Weales,drama,http://books.google.com/books/content?id=ozfxngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,tragedy typical americana salesman age sixtythree faced face defeat disillusionment,1967.0,3.5,448.0,900.0
715,9780140247749,0140247742,dubliner,,James Joyce;Robert Scholes;A. Walton Litz,fiction,http://books.google.com/books/content?id=yOR4QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,masterful story steeped realism joyce creates exacting portrait native city showing reflects general decline irish culture civilization joyce compels attention power unique vision world controlling sense truth human experience,1996.0,3.85,492.0,320.0
716,9780140250916,0140250913,coming plague,Newly Emerging Diseases in a World Out of Balance,Laurie Garrett,medical,http://books.google.com/books/content?id=yZT7Bjom3xEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,exploration battle microbe based research virology molecular biology disease ecology medicine examines current outbreak infectious disease outline done prevent coming plague,1995.0,4.17,750.0,8597.0
717,9780140251579,014025157X,making pride prejudice,,Sue Birtwistle;Susie Conklin,performing art,http://books.google.com/books/content?id=ssBRUQiDk74C&printsec=frontcover&img=1&zoom=1&source=gbs_api,book reveals detail jane austen classic novel transformed stunning television drama filmed location wiltshire derbyshire pride prejudice lavish set distinguished cast scripted awardwinning dramatist andrew davy chronicling month work original concept first broadcast making pride prejudice brings vividly life challenge triumph involved every stage production sumptuous television series follow typical day filming including wholesale transformation lacock village jane austen meryton discover colin firth approach part darcy actor costume wig designed carl davis recreates period music composes original score piece together role many behindthescenes contributor series researcher fencing master expert period cookery gardening,1995.0,4.43,128.0,3860.0
718,9780140252620,0140252622,barrytown trilogy,,Roddy Doyle,fiction,http://books.google.com/books/content?id=FOoPLB_w-sEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,onevolume edition celebrated trio novel rabbitte family author paddy clarke ha ha ha gut viking january feature return jimmy rabbitte founder commitment,1995.0,4.28,633.0,2370.0
719,9780140253801,0140253807,sea wind,,Rachel Carson,fiction,http://books.google.com/books/content?id=fonrQUrGqxgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,describes sea bird sea creature inhabit eastern coast north america,1996.0,4.12,320.0,17.0
720,9780140255256,0140255257,ana nin,A Biography,Deirdre Bair,biography autobiography,http://books.google.com/books/content?id=SusCAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,first biography famous diarist written exclusive access complete original diary full cooperation family trace infamous erotic exploit among intellectual elite reprint first printing tour,1996.0,3.99,672.0,619.0
721,9780140259100,0140259104,nuclear age,,Tim O'Brien,fiction,http://books.google.com/books/content?id=p0EMAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,library journal brilliant nuclear detonation rising silver titan plagued williams dream since childhood cuban missile crisis fashioned fallout shelter family pingpong table thirty year later fear mushroomed blinding paranoia wife announces leaving lace hole backyard dynamite place prepares blow,1996.0,3.44,320.0,928.0
722,9780140260021,0140260021,van,,Roddy Doyle,fiction,http://books.google.com/books/content?id=ZSQJy2tF2UAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,misadventure rabbitte family workingclass dublinfrom author commitment snapper story follows jimmy rabbitte sr best friend dublin selling cheap grub drunk hungrykeeping one step ahead health official,1997.0,3.94,320.0,5567.0
723,9780140260892,0140260897,palimpsest,A Memoir,Gore Vidal,biography autobiography,http://books.google.com/books/content?id=jt6DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,author myra breckenridge reminisces life school day st albans exeter rise literary superstar famous people known including kennedy duke duchess windsor eleanor roosevelt reprint,1996.0,4.0,448.0,1434.0
724,9780140264920,0140264922,existentialist mystic,Writings on Philosophy and Literature,Iris Murdoch,philosophy,http://books.google.com/books/content?id=gvsK6oOwe4IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,collection author influential essay short work includes critique existentialism two dialogue art religion key text continuing importance sublime concept love,1999.0,4.1,576.0,176.0
725,9780140271577,0140271570,solomon song,,Bryce Courtenay,australia,http://books.google.com/books/content?id=rYd_AAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,story two family branch solomon transported alien land eventually grow rich powerful three generation never one moment relinquish hatred also story country beginning came age nation,2000.0,4.01,671.0,3767.0
726,9780140271799,0140271791,rachel holiday,,Marian Keyes,fiction,http://books.google.com/books/content?id=jSYcXXXVQd4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,rachel holiday marians classic novel addiction given new lease life fantastic new jacket treatment here rachel walsh twentyseven miserable owner size foot regular congress luke costello man wear leather trouser tight shes fond might say fond recreational drug find frogmarched cloister dublin answer betty ford clinic shes outraged surely shes thin enough addict heartsick lukesick seek redemption shape chris man past man might trouble he worth,1997.0,3.95,626.0,598.0
727,9780140274219,0140274219,wide sargasso sea,,Jean Rhys,british,http://books.google.com/books/content?id=mXtRwgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,jean rhys powerful compassionate story first mr rochester haunted brother death madness mother trapped marriage man want take away jamaica england,1998.0,3.58,160.0,21276.0
728,9780140275018,0140275010,cod,A Biography of the Fish that Changed the World,Mark Kurlansky,history,http://books.google.com/books/content?id=6dKOlWVzT8MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,history fish led war stirred revolution sustained economy diet helped settlement north america feature photograph drawing recipe well natural history much sought fish,1998.0,3.9,294.0,923.0
729,9780140275650,0140275657,age iron,,J. M. Coetzee,fiction,http://books.google.com/books/content?id=cUkGRf7ahXoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,south african professor mr curren always opposed apartheid brutality though lived isolated horror nears death cancer confronts generation blood revenge,1998.0,3.85,198.0,2842.0
730,9780140276336,0140276335,white teeth,,Zadie Smith,fiction,http://books.google.com/books/content?id=EIjErXbzk3MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,author word novel attempt comic family epic little england explosion ethnic colour injected tell story three family one indian one white one mixed north london oxford world war ii present day,2001.0,3.76,542.0,3859.0
731,9780140276343,0140276343,autograph man,,Zadie Smith,fiction,http://books.google.com/books/content?id=d-PiHs4TafAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,alexli tandem sell autograph hunt name paper huge network desire collecting selling occasionally faking offering people little piece fame enlightenment part signed celebrated sold,2003.0,3.15,420.0,501.0
732,9780140276909,0140276904,jemima j,,Jane Green,fiction,http://books.google.com/books/content?id=qPw2c2og4HIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,jemima jones overweight seven stone overweight treated like slave thin bitchy flatmate lorded kilburn herald beautiful geraldine le talented better paid consolation food passion charming sexy colleague ben life need change soon jemima reinvent novel attraction obsession meaning true love,1998.0,3.64,450.0,669.0
733,9780140277821,014027782X,difficult conversation,How to Discuss what Matters Most,Douglas Stone;Bruce Patton;Sheila Heen,psychology,http://books.google.com/books/content?id=5nHFQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,difficult conversation asking pay rise saying bos spouse confronting friend neighbour asking difficult favour apologizing conversation dread find unpleasant develop skill make situation le stressful productive based fifteen year research consultation thousand people difficult conversation pinpoint work use groundbreaking stepbystep book turnyour difficult conversation positive problemsolving experience,2000.0,4.07,250.0,59.0
734,9780140278767,0140278761,one hundred year solitude,,Gabriel García Márquez;Gregory Rabassa,english,http://books.google.com/books/content?id=-MBhQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,magical realist novel tell history buendias family founder macondo remote south american settlement world novel spanish galleon beached jungle flying carpet iguana woman womb masterpiece one undeniable classic century time one glittering constellation contemporary latin american novelist author classic grandest scale obvious comparison homer odyssey garcia marquez spellbinder spectator,1998.0,4.06,422.0,954.0
735,9780140280463,0140280464,year meat,,Ruth L. Ozeki,fiction,http://books.google.com/books/content?id=mtl3DQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,strange thing happen love life two womenone japaneseamerican filmmaker new york japanese housewifelinked japanese television show sponsored american meat exporter first novel reprint tour,1999.0,3.95,366.0,11866.0
736,9780140280494,0140280499,farming bone,A Novel,Edwidge Danticat,fiction,http://books.google.com/books/content?id=_457QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,dominican side haiti border amabelle orphaned maid army colonel wife fall love sebastien itinerant sugarcane cutter relationship threatened violent persecution haitian reprint,1999.0,4.07,312.0,6511.0
737,9780140281705,0140281703,world mr mulliner,"The Mulliner Omnibus : an Omnibus Volume Containing Mr. Mulliner Speaking, Meet Mr. Mulliner, Mulliner Nights",Pelham Grenville Wodehouse,humorous story english,http://books.google.com/books/content?id=mjmeAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,mr mulliner raconteur par excellence angler rest amazing story relate take example young lancelot bohemian look saintly uncle cat webster startlingly transformed mulliners brother wilfred whizzo chemistry whose magic marvel medicine get dreadful scrape mervyn one brighter member family scrap strawberry mention augustine resourceful curate ignatius portraitpainter adrian detective many besides whose wonderful intriguing exploit revealed witty omnibus witty effortlessly fluid book laughoutloud funny arabella weir,1999.0,4.31,624.0,338.0
738,9780140283334,0140283331,lord fly,,William Golding,fiction,,classic study human nature depicts degeneration group schoolboy marooned desert island,1999.0,3.67,182.0,1861140.0
739,9780140283358,0140283358,waiting barbarian,,J. M. Coetzee,fiction,http://books.google.com/books/content?id=1me6TSRNdb4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,magistrate country village protest army treatment member barbarian tribe taken prisoner civil war find arrested traitor,1980.0,3.93,152.0,17232.0
740,9780140283365,0140283366,metamorphosis story,,Franz Kafka;Malcolm Pasley,fiction,http://books.google.com/books/content?id=SvqhAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,startling bizarre kafka masterpiece tell story young man becomes object disgrace family outsider home quintessentially alienated man part penguin great book th century series,2000.0,3.8,216.0,273.0
741,9780140284126,0140284125,inimitable jeeves,,Pelham Grenville Wodehouse,fiction,http://books.google.com/books/content?id=pk6XQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,michael hordern star jeeves richard brier bertie bbc radio fullcast dramatization bertie think alls right world there young bingo little who love umpteenth time need bertie put good word uncle aunt agatha force bertie get engaged formidable honoria glossop friction wooster home red cummerbund purple sock snazzy old etonian spat inimitable jeeves save day,1999.0,4.25,240.0,7430.0
742,9780140285970,0140285970,shadow wind,A View of Modern Vietnam,Robert Templer,history,http://books.google.com/books/content?id=CFiaQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,examines problem facing modern vietnam country emerging troubled past new world marked conspicuous consumption lifestyle leisure,1998.0,3.48,400.0,101.0
743,9780140286014,0140286012,wanderlust,A History of Walking,Rebecca Solnit,social science,http://books.google.com/books/content?id=_R2MDQAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,cultural history walking explores ancient practice ancient greece present delving wordsworth gary snyder rousseau jane austen cultural literary icon show basic activity imagined throughout history first printing,2001.0,3.92,326.0,209.0
744,9780140286274,0140286276,deep end ocean,,Jacquelyn Mitchard,fiction,http://books.google.com/books/content?id=247V71TlJ0MC&printsec=frontcover&img=1&zoom=1&source=gbs_api,disappearance threeyearold son ben threatens drive wedge beth cappadora husband pat transforms older son troubled delinquent one day nine year later ben come back life,1999.0,3.86,464.0,110552.0
745,9780140286373,0140286373,spell,,Alan Hollinghurst,fiction,http://books.google.com/books/content?id=u8MZ_wV-QmsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,life relationship four men intersect tale gay love set long summer england author swimmingpool library reprint,2000.0,3.54,272.0,1505.0
746,9780140286809,0140286802,collected fiction,,Jorge Luis Borges;Andrew Hurley,fiction,http://books.google.com/books/content?id=4ChJPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,honor centenary birth borges collection fiction gathered single volume unparalleled treasury marvelschicago tribune,1998.0,4.58,565.0,18072.0
747,9780140288483,0140288481,hunger,a novella and stories,Lan Samantha Chang,fiction,http://books.google.com/books/content?id=gUNAAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,firstgeneration immigrant china marries exiled musician whose unfulfilled desire nearly destroy child title story collection tale trial tribulation asian american reprint,2000.0,3.89,192.0,793.0
748,9780140289237,0140289232,lust knowing,The Orientalists and Their Enemies,Robert Irwin,art,http://books.google.com/books/content?id=fji7CWiJyoUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,includes bibliographical reference,2007.0,3.7,304.0,10.0
749,9780140295573,0140295577,fever pitch,,Nick Hornby,author english,http://books.google.com/books/content?id=-FPDQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,present account growing fanatical football supporter title includes series match report,2000.0,3.73,239.0,332.0
750,9780140295948,0140295941,spellbound,,Jane Green,fiction,http://books.google.com/books/content?id=gaHTANVEA3gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,alice know happy handsome husband beautiful house membership exclusive club london rumour husband skirtchasing becoming harder ignore joes indiscretion force transfer new york alice hope might fresh start find beautiful old house connecticut alice overjoyed joe seem happy newlywed late night unexplained absence start alice stay fight leave head held high,2003.0,3.63,439.0,262.0
751,9780140296037,0140296034,year provence,,Peter Mayle,biography autobiography,http://books.google.com/books/content?id=ZCSQ0DH_vgcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,enjoy irresistible feast humour discover joy french rural living peter mayles bestselling muchloved account year provence peter mayle wife u imagine made longcherished dream life abroad reality throwing caution wind bought glorious two hundred yearold farmhouse lubron valley began new life year begin marathon lunch continues host gastronomic delight also survive unexpected often hilarious curiosity rural life mastering local accent enduring invasion bumbling builder discovering finer point boule goatracing earthy pleasure provenal life conjured enchanting portrait,2000.0,3.96,210.0,408.0
752,9780140296150,0140296158,selected letter,,Jack Kerouac;Ann Charters,biography autobiography,http://books.google.com/books/content?id=8BoBPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,second final volume letter kerouac collection document romance travel writing emotional struggle well relationship allen ginsberg william burroughs lawrence ferlinghetti malcolm cowley others reprint,2000.0,4.16,656.0,261.0
753,9780140296617,0140296611,periodic table,,Primo Levi;Raymond Rosenthal,author italian,http://books.google.com/books/content?id=TOo-PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,extraordinary work chapter take title starting point one element periodic table mingling fact fiction history anecdote levi us training chemist experience prisoner auschwitz illuminate human condition,2001.0,4.2,194.0,98.0
754,9780140297973,0140297979,pleasing,From Beowulf to Philip Roth,Frank Kermode,american literature,http://books.google.com/books/content?id=4rKpPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,frank kermode often said much best work done shorter length essay written wide range subject literary journal one kind another volume brings together selection piece written since topic diverse donne yeats howard hodgkin gnosticism sea money well futher thought shakespeare,2002.0,3.71,278.0,12.0
755,9780140298512,0140298517,basque history world,,Mark Kurlansky,history,http://books.google.com/books/content?id=9P0gvGJSwJoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,history basque people spain speculates origin enigmatic group european whose language culture long baffled anthropologist reprint,1999.0,3.84,400.0,3259.0
756,9780140299144,0140299149,vinyl cafe unplugged,,Stuart McLean,canadian wit humor,http://books.google.com/books/content?id=FQjXMqlpfPEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,bestselling author radio storytelling sensation stuart mclean revisits heartwarming hilarious friend iconic vinyl cafe dave wife morley would doubt tell life make unfortunately mean compilation tape mistake miscue misunderstanding muddle thats say anything particularly unusual family friend vinyl cafe wouldnt try toilettrain cat hasnt started small home fixit job set fire wall created mass hysteria school concert lost aging relative visiting nation capital vinyl cafe unplugged warm delightful collection story following common foible everyday absurdity family life,2001.0,4.23,272.0,1295.0
757,9780140299939,0140299939,world end,A Novel,T. Coraghessan Boyle,fiction,http://books.google.com/books/content?id=vQNMPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,multigenerational novel range history hudson river valley late seventeenth cenutry late low humor high seriousness magical almost hallucinatory prose follows interwoven destiny family indian lordy dutch patron yoemen,1988.0,4.01,480.0,3180.0
758,9780140299946,0140299947,descent man,Stories,T. Coraghessan Boyle,fiction,http://books.google.com/books/content?id=wzVfXTxFRSsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,mad hilarious collection short story wherein boyle offer unique view dictator animal scientist explorer collector teetotaler others,1987.0,3.96,240.0,591.0
759,9780140299960,0140299963,budding prospect,A Pastoral,T. Coraghessan Boyle,fiction,http://books.google.com/books/content?id=r3DQH3BikQQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,felix quitter poor track record behind day opportunity present make half million dollar taxfree nurturing acre cannabis lonely hill northern california,1990.0,3.85,326.0,1702.0
760,9780140307375,0140307370,little plum,,Rumer Godden,juvenile fiction,http://books.google.com/books/content?id=bCnOJnTP0Z8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,new girl move mansion next door mystery eight nineyearold neighbor plot become friend learn owns japanese doll,1987.0,4.22,144.0,10.0
761,9780140309591,0140309594,pippi go board,,Astrid Lindgren;Louis S. Glanzman,juvenile fiction,http://books.google.com/books/content?id=CbIFAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,adventure pippi friend tommy annika,1977.0,4.12,140.0,10082.0
762,9780140320435,0140320431,charlie great glass elevator,,Roald Dahl,adventure story,http://books.google.com/books/content?id=BmE7b_S91roC&printsec=frontcover&img=1&zoom=1&source=gbs_api,mr willy wonka might genius chocolate charlie family dont trust flying skill one bit right he helm giant glass elevator thats picking speed hurtling space charlie entire bucket family stuck inside roald dahl uproarious sequel charlie chocolate factory certain delight entertain new generation reader hardcover edition,1986.0,3.66,160.0,201.0
763,9780140322620,0140322620,fairy tale,,Terry Jones;Michael Foreman,childrens story,http://books.google.com/books/content?id=KMK_QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,collection thirty original fairy tale introducing being flybynight rainbow cat wonderful cakehorse,1987.0,4.23,160.0,171.0
764,9780140345827,0140345825,strange attractor,,William Sleator,juvenile fiction,http://books.google.com/books/content?id=DpgIAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,max find possession time travel device eagerly sought two desperate men scientist invented scientist alter ego different timeline,1991.0,3.71,176.0,226.0
765,9780140363333,0140363335,lose ninthgrade blue,,Barthe DeClements,obesity,http://books.google.com/books/content?id=1P-FcgE0pcMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,though longer fat girl elsie fifteen still trouble believing anyone could love old fear threatens relationship boyfriend,1993.0,3.74,144.0,10.0
766,9780140364750,0140364757,seventeen inbetween,A Novel,Barthe DeClements,high school,http://books.google.com/books/content?id=ptENPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,seventeen elsie edward fat girl fifth grade later slender insecure ninth grade boyfriend problem would seemed good true,1993.0,3.82,176.0,221.0
767,9780140366600,0140366601,puffin book nonsense verse,,Quentin Blake,juvenile nonfiction,http://books.google.com/books/content?id=hMjTHea0roQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,lively upbeat collection nonsense verse family including lear carroll belloc nash quentin blake wonderfully loopy illustration,1996.0,4.04,287.0,76.0
768,9780140367355,0140367357,five child,,Edith Nesbit,juvenile fiction,http://books.google.com/books/content?id=T5WpzcIxwTsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,series phenomenal adventure follow young anthea discovers sandfairy grant wish,1996.0,3.88,237.0,18215.0
769,9780140367430,0140367438,enchanted castle,,E. Nesbit,juvenile fiction,http://books.google.com/books/content?id=75V6xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,e nesbits classic story gerald cathy jimmy find enchanted garden awake princess hundredyear sleep immediately made invisible magic ring rescue difficult funny sometimes frightening,2004.0,3.85,291.0,6124.0
770,9780140383195,0140383190,bound oregon,,Jean Van Leeuwen,juvenile fiction,http://books.google.com/books/content?id=b8YxNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,bound oregon pb,1996.0,3.78,176.0,817.0
771,9780140389661,0140389660,,,S. E. Hinton,juvenile fiction,http://books.google.com/books/content?id=l7XQD-EfgFMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,hintonthat,2008.0,3.91,159.0,25827.0
772,9780140422153,0140422153,complete poem,,William Blake,literary criticism,http://books.google.com/books/content?id=oYAsTM2q0rEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,contains blake poetry full annotation glossary proper name,1977.0,4.29,1072.0,7584.0
773,9780140424386,0140424385,canterbury tale,,Geoffrey Chaucer,poetry,http://books.google.com/books/content?id=Ek_-lNfzGUcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,ive drunk draught cornripe ale god stand reason strike good story like canterbury tale chaucer created one great touchstone english literature masterly collection chivalric romance moral allegory low farce storytelling competition within group pilgrim walk life occasion series tale range knight account courtly love ebullient wife bath arthurian legend ribald anecdote miller cook rich diverse canterbury tale offer u unrivalled glimpse life mind medieval england nevill coghills masterly vivid modern english verse translation rendered consummate skill retain vigour poetry chaucer fourteenthcentury middle english,2003.0,3.49,504.0,161011.0
774,9780140430363,0140430369,three gothic novel,,Horace Walpole;William Beckford;Mary Shelley,fiction,http://books.google.com/books/content?id=ZjI_DRXFD7kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,walpole castle otranto beckfords vathek shelley frankenstein gothic novel flourished revel horrible supernatural suspense exotic setting volume erudite introduction mario praz present three celebrated gothic novel castle otranto published pseudonymously one first genre truly gothic three vathek oriental tale eccentric millionaire exotically combine gothic romanticism vivacity arabian night narrative tour de force story frankenstein monster created spinechilling today ever gothic novel horror keynote seventy year penguin leading publisher classic literature englishspeaking world title penguin classic represents global bookshelf best work throughout history across genre discipline reader trust series provide authoritative text enhanced introduction note distinguished scholar contemporary author well uptodate translation awardwinning translator,1968.0,3.7,505.0,290.0
775,9780140430899,014043089X,de profundis writing,,Oscar Wilde,fiction,http://books.google.com/books/content?id=ANYo1XCPqt4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,marketing blurb,1973.0,4.21,252.0,2253.0
776,9780140431056,0140431055,redburn,,Herman Melville,fiction,http://books.google.com/books/content?id=LH87V-JOBSEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,hardship life sea reality distant city provide young redburn startling introduction world,1976.0,3.61,448.0,522.0
777,9780140433395,0140433392,birth tragedy,Out of the Spirit of Music,Friedrich Nietzsche,literary criticism,http://books.google.com/books/content?id=kJax-CzC3LoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,present argument necessity art life book based author enthusiasm greek tragedy philosophy schopenhauer music wagner outline distinction two central force apolline representing beauty order dionysiac primal ecstatic reaction sublime,1993.0,3.98,160.0,9522.0
778,9780140435191,0140435190,pursuit wellbeloved wellbeloved,,Thomas Hardy,fiction,http://books.google.com/books/content?id=tLjGScN9eNAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,hardy two version strange story set weird landscape portland central figure man obsessed search ideal woman sculpting perfect figure aphrodite,2007.0,3.59,416.0,120.0
779,9780140436075,0140436073,law lady,,Wilkie Collins,fiction,http://books.google.com/books/content?id=1JI_hFUZufUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,probably first fulllength novel woman detective heroine law lady fascinating example collins later fiction valeria valerie woodvilles first act married woman sign name incorrectly marriage register slip followed gradual disclosure secret husband earlier life lead another set question enigma developing many technique work moonstone bizarre unexpected way employing gothic fantastic element law lady add significant dimension history detective novel,1998.0,3.8,383.0,114.0
780,9780140436143,0140436146,martin chuzzlewit,,Charles Dickens,fiction,http://books.google.com/books/content?id=LO3SzAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,greed family led wealthy old martin chuzzlewit become suspicious misanthropic leaving grandson namesake make way world young martin set wiltshire home supposed champion scheming architect pecksniff seek fortune america depicting martin journey experience teach question inherited selfinterest egotism dickens created many vividly realized figure brutish lout jonas chuzzlewit plotting gain family fortune martin optimistic manservant mark tapley gentle tom pinch drunken corrupt private nurse mr gamp portrayal greed blackmail murder searing satire america dickens novel powerful blackly comic story hypocrisy redemption,1999.0,3.83,830.0,12722.0
781,9780140436327,0140436324,selected writing,,Saint Thomas (Aquinas);Ralph McInerny;Ralph M. McInerny,literary collection,http://books.google.com/books/content?id=0rAbqAjBba8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,brings together sermon commentary response criticism substantial extract summa theologiae arranged chronologically,1998.0,3.9,841.0,594.0
782,9780140436587,0140436588,ivanhoe,,Walter Scott,fiction,http://books.google.com/books/content?id=IiOgdjKRM5oC&printsec=frontcover&img=1&zoom=1&source=gbs_api,scott classic historical romance set twelfthcentury england richard depicts adventure heroic wilfred ivanhoe winning hand beautiful lady rowena,2000.0,3.75,544.0,72038.0
783,9780140437508,0140437509,three men boat,To Say Nothing of the Dog! & Three Men on the Bummel,Jerome Klapka Jerome,fiction,http://books.google.com/books/content?id=DUXWxwEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,j narrator george harris montmorency dog set hilarious misadventure hardly predict trouble lie ahead towrope unreliable weatherforecasts imaginary illness butter pat tin pineapple chunk denounced vulgar literary establishment three men boat nevertheless caught spirit time expansion education increase office worker created new mass readership jerome book especially popular among clerking class longed free fretful haste vehement striving every day becoming bane nineteenthcentury life popular prove jerome reunited hero bicycle tour germany despite sharp hindsight prophetic observation country three men bummel describes equally picaresque journey constrained necessity getting back within given time point one started,1999.0,4.09,400.0,2243.0
784,9780140437850,0140437851,journal plague year,,Daniel Defoe,fiction,http://books.google.com/books/content?id=ANkRLiSUG24C&printsec=frontcover&img=1&zoom=1&source=gbs_api,plague swept london claiming life daniel defoe five time plague later called memory well writing experience create vivid chronicle epidemic victim journal follows defoe fictional narrator trace devastating progress plague street london see city transformed street suspiciously empty cross door overwhelmingly full sound smell human suffering every living citizen meet horrifying story demand heard,2003.0,3.53,289.0,3471.0
